_id,objectid_1,objectid,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,hood,hood_no,acres,sqmiles,sectors,censusbloc,hudtractnu,st_area_sh,st_length,cdbguogid2,cdbgname20,stusab2018,cdbgty2018,state2018,county2018,countyname,tract2018,blkgrp2018,lowmod2018,lowmoduniv,lowmodpct2,geoid2018,cdbguogi_1,cdbgname_1,stusab2014,cdbgty2014,state2014,county2014,countyna_1,tract2014,blkgrp2014,lowmod2014,lowmodun_1,lowmodpc_1,geoid2014,lmper2018,cdbg2018,shape_area,shape_length
20148,183,179,42,003,070500,3,420030705003,Block Group 3,G5030,S,196368,0,+40.4574217,-079.9293781,Shadyside,68,592.104,0.921,12,0705003,15000US420030705003,2113536.56739,7386.28507151,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,3,445,790,1,15000US420030705003,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,3,555,1250,0.44,705003,0.56,Yes,339546.98046875,2959.80400403437
20149,184,180,42,003,070500,2,420030705002,Block Group 2,G5030,S,71768,0,+40.4539089,-079.9307306,Shadyside,68,592.104,0.921,12,0705002,15000US420030705002,772410.73339,3776.69658855,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,2,475,860,1,15000US420030705002,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,2,450,670,0.67,705002,0.55000001,Yes,124077.71875,1514.58992275161
20150,185,181,42,003,070500,1,420030705001,Block Group 1,G5030,S,144617,0,+40.4551545,-079.9275190,Shadyside,68,592.104,0.921,12,0705001,15000US420030705001,1556520.36092,4916.57581191,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,1,655,1440,0,15000US420030705001,425529,Pittsburgh,PA,51,42,3,Allegheny County,70500,1,550,1275,0.43,705001,0.44999999,No,250043.95703125,1970.82863052798
20151,186,182,42,003,070300,3,420030703003,Block Group 3,G5030,S,214195,0,+40.4501627,-079.9374007,Shadyside,68,592.104,0.921,12,0703003,15000US420030703003,2305372.25068,6316.15176545,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,3,265,690,0,15000US420030703003,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,3,155,695,0.22,703003,0.38,No,370287.08203125,2531.24141993859
20152,187,183,42,003,070300,2,420030703002,Block Group 2,G5030,S,113412,0,+40.4502300,-079.9325808,Shadyside,68,592.104,0.921,12,0703002,15000US420030703002,1220669.22549,4520.20332217,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,2,225,580,0,15000US420030703002,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,2,325,625,0.52,703002,0.38999999,No,196063.328125,1810.99482620239
20153,188,185,42,003,060500,2,420030605002,Block Group 2,G5030,S,255123,0,+40.4586040,-079.9613007,Polish Hill,65,163.677,0.255,13,0605002,15000US420030605002,2751004.05484,9025.77479927,425529,Pittsburgh,PA,51,42,3,Allegheny County,60500,2,335,600,1,15000US420030605002,425529,Pittsburgh,PA,51,42,3,Allegheny County,60500,2,230,560,0.41,605002,0.56,Yes,441974.25,3615.48093415924
20154,189,186,42,003,060500,1,420030605001,Block Group 1,G5030,S,402393,0,+40.4570599,-079.9693493,Polish Hill,65,163.677,0.255,13,0605001,15000US420030605001,4346878.24462,10301.4526641,425529,Pittsburgh,PA,51,42,3,Allegheny County,60500,1,425,730,1,15000US420030605001,425529,Pittsburgh,PA,51,42,3,Allegheny County,60500,1,325,770,0.42,605001,0.57999998,Yes,698334.0234375,4128.10129364086
20155,190,187,42,003,261500,2,420032615002,Block Group 2,G5030,S,811063,0,+40.4699239,-080.0194200,Perry South,62,581.656,0.905,2,2615002,15000US420032615002,8398859.35533,16042.5752631,425529,Pittsburgh,PA,51,42,3,Allegheny County,261500,2,465,730,1,15000US420032615002,425529,Pittsburgh,PA,51,42,3,Allegheny County,261500,2,630,1075,0.59,2615002,0.63999999,Yes,1349801.94921875,6433.0927048837
20156,191,188,42,003,070900,3,420030709003,Block Group 3,G5030,S,220162,0,+40.4489296,-079.9431349,Shadyside,68,592.104,0.921,12,0709003,15000US420030709003,2400031.73658,6507.48610516,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,3,440,595,1,15000US420030709003,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,3,250,575,0.43,709003,0.74000001,Yes,385476.94140625,2606.53611861379
20157,192,189,42,003,980600,1,420039806001,Block Group 1,G5030,S,982752,473795,+40.4518148,-080.0280506,Chateau,22,246.501,0.383,3,9806001,15000US420039806001,10687972.5193,19600.6833997,425529,Pittsburgh,PA,51,42,3,Allegheny County,980600,1,0,0,0,15000US420039806001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980600,1,0,0,0,9806001,0,No,1716823.42578125,7858.19996874879
20158,193,190,42,003,561600,1,420035616001,Block Group 1,G5030,S,294192,0,+40.4168800,-079.9615214,Arlington Heights,5,84.592,0.132,7,5616001,15000US420035616001,3667473.19652,10586.5307898,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,1,270,270,1,15000US420035616001,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,1,485,485,1,5616001,1,Yes,588479.94140625,4242.24753129948
20159,194,191,42,003,140100,3,420031401003,Block Group 3,G5030,S,291302,0,+40.4427301,-079.9435821,Squirrel Hill North,76,785.948,1.222,10,1401003,15000US420031401003,3111828.14612,8071.73493114,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,3,0,0,0,15000US420031401003,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,3,0,0,0,1401003,0,No,499709.65234375,3232.1512928497
20160,195,192,42,003,290100,1,420032901001,Block Group 1,G5030,S,743167,0,+40.4017390,-079.9944877,Carrick,16,1075.67,1.673,5,2901001,15000US420032901001,7996228.04831,14715.3889562,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,1,600,830,1,15000US420032901001,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,1,225,565,0.4,2901001,0.72000003,Yes,1282512.578125,5895.73623348804
20161,196,193,42,003,290100,2,420032901002,Block Group 2,G5030,S,264673,0,+40.3957758,-079.9905068,Carrick,16,1075.67,1.673,5,2901002,15000US420032901002,2855321.97156,11710.8986318,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,2,390,615,1,15000US420032901002,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,2,450,740,0.61,2901002,0.63,Yes,457899.2890625,4689.59892414978
20162,197,194,42,003,290200,1,420032902001,Block Group 1,G5030,S,558958,0,+40.4021310,-079.9817033,Carrick,16,1075.67,1.673,5,2902001,15000US420032902001,6059839.14465,15247.0111669,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,1,540,825,1,15000US420032902001,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,1,480,790,0.61,2902001,0.64999998,Yes,971947.13671875,6106.88833070326
20163,198,195,42,003,290100,3,420032901003,Block Group 3,G5030,S,261682,0,+40.3936852,-079.9901618,Carrick,16,1075.67,1.673,5,2901003,15000US420032901003,2814283.219,8554.6079311,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,3,585,755,1,15000US420032901003,425529,Pittsburgh,PA,51,42,3,Allegheny County,290100,3,540,800,0.68,2901003,0.76999998,Yes,451275.03515625,3425.14246939419
20164,199,196,42,003,290200,2,420032902002,Block Group 2,G5030,S,303671,0,+40.3927804,-079.9826480,Carrick,16,1075.67,1.673,5,2902002,15000US420032902002,3268431.26296,11066.9034296,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,2,395,725,1,15000US420032902002,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,2,495,705,0.7,2902002,0.54000002,Yes,524084.40625,4434.21220609144
20165,200,197,42,003,290200,3,420032902003,Block Group 3,G5030,S,174184,0,+40.3951867,-079.9842495,Carrick,16,1075.67,1.673,5,2902003,15000US420032902003,1874763.58746,6977.92904569,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,3,240,555,0,15000US420032902003,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,3,360,695,0.52,2902003,0.43000001,No,300634.83984375,2793.84680431138
20166,201,198,42,003,060300,2,420030603002,Block Group 2,G5030,S,728091,144825,+40.4674143,-079.9668064,Lower Lawrenceville,48,276.392,0.43,13,0603002,15000US420030603002,7799720.1417,11882.6701421,425529,Pittsburgh,PA,51,42,3,Allegheny County,60300,2,915,1335,1,15000US420030603002,425529,Pittsburgh,PA,51,42,3,Allegheny County,60300,2,870,1065,0.82,603002,0.69,Yes,1253378.34765625,4763.28378008531
20167,202,199,42,003,051100,1,420030511001,Block Group 1,G5030,S,183645,0,+40.4416579,-079.9764621,Terrace Village,83,219.783,0.342,15,0511001,15000US420030511001,2087063.5906,6208.94123829,425529,Pittsburgh,PA,51,42,3,Allegheny County,51100,1,315,325,1,15000US420030511001,425529,Pittsburgh,PA,51,42,3,Allegheny County,51100,1,935,985,0.95,511001,0.97000003,Yes,335137.53125,2488.28875202898
20168,203,200,42,003,051000,2,420030510002,Block Group 2,G5030,S,385060,0,+40.4459973,-079.9651193,Terrace Village,83,219.783,0.342,15,0510002,15000US420030510002,4154172.1767,9780.72470007,425529,Pittsburgh,PA,51,42,3,Allegheny County,51000,2,220,265,1,15000US420030510002,425529,Pittsburgh,PA,51,42,3,Allegheny County,51000,2,225,265,0.85,510002,0.82999998,Yes,667157.87109375,3917.38444352965
20169,204,212,42,003,300100,4,420033001004,Block Group 4,G5030,S,139746,0,+40.4128574,-079.9929407,Knoxville,44,193.982,0.302,6,3001004,15000US420033001004,1513956.7079,7740.81533186,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,4,1400,1590,1,15000US420033001004,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,4,625,705,0.89,3001004,0.88,Yes,242902.9140625,3099.7032730185
20170,205,201,42,003,051000,1,420030510001,Block Group 1,G5030,S,258877,0,+40.4419740,-079.9711266,Terrace Village,83,219.783,0.342,15,0510001,15000US420030510001,3289062.62908,9092.92082519,425529,Pittsburgh,PA,51,42,3,Allegheny County,51000,1,795,845,1,15000US420030510001,425529,Pittsburgh,PA,51,42,3,Allegheny County,51000,1,775,845,0.92,510001,0.94,Yes,528151.65625,3643.75554614246
20171,206,202,42,003,050900,1,420030509001,Block Group 1,G5030,S,462660,4114,+40.4512373,-079.9745804,Bedford Dwellings,7,115.252,0.179,15,0509001,15000US420030509001,4997844.76837,14216.9647087,425529,Pittsburgh,PA,51,42,3,Allegheny County,50900,1,1325,1350,1,15000US420030509001,425529,Pittsburgh,PA,51,42,3,Allegheny County,50900,1,775,990,0.78,509001,0.98000002,Yes,802770.69921875,5694.04249148685
20172,207,203,42,003,141000,1,420031410001,Block Group 1,G5030,S,507903,0,+40.4328896,-079.8976172,Regent Square,66,123.682,0.192,10,1410001,15000US420031410001,5360983.54675,16004.7342908,425529,Pittsburgh,PA,51,42,3,Allegheny County,141000,1,165,1035,0,15000US420031410001,425529,Pittsburgh,PA,51,42,3,Allegheny County,141000,1,125,945,0.13,1410001,0.16,No,860639.53125,6416.06577866448
20173,208,205,42,003,170200,4,420031702004,Block Group 4,G5030,S,185601,0,+40.4269824,-079.9793259,South Side Flats,72,601.553,0.936,7,1702004,15000US420031702004,1998783.54815,5770.80192191,425529,Pittsburgh,PA,51,42,3,Allegheny County,170200,4,365,900,0,15000US420031702004,425529,Pittsburgh,PA,51,42,3,Allegheny County,170200,4,660,1150,0.57,1702004,0.41,No,320823.6328125,2311.31453514209
20174,209,213,42,003,300100,3,420033001003,Block Group 3,G5030,S,178181,0,+40.4148090,-079.9928196,Knoxville,44,193.982,0.302,6,3001003,15000US420033001003,1919671.34468,7530.09507333,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,3,385,500,1,15000US420033001003,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,3,520,625,0.83,3001003,0.76999998,Yes,308014.3515625,3014.54194524798
20175,210,237,42,003,140300,4,420031403004,Block Group 4,G5030,S,244015,0,+40.4427330,-079.9230623,Squirrel Hill North,76,785.948,1.222,10,1403004,15000US420031403004,2626345.02753,7780.6060989,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,4,195,920,0,15000US420031403004,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,4,215,805,0.27,1403004,0.20999999,No,421748.96484375,3115.02185947582
20176,211,206,42,003,562900,2,420035629002,Block Group 2,G5030,S,4488597,20843,+40.3937604,-079.9499181,Hays,38,1125.478,1.75,8,5629002,15000US420035629002,48779955.9955,56370.8530746,425529,Pittsburgh,PA,51,42,3,Allegheny County,562900,2,290,405,1,15000US420035629002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562900,2,380,520,0.73,5629002,0.72000003,Yes,7821640.40234375,22571.56600208
20177,212,207,42,003,290400,2,420032904002,Block Group 2,G5030,S,516447,0,+40.3877403,-079.9814709,Carrick,16,1075.67,1.673,5,2904002,15000US420032904002,5548686.16846,13376.7797847,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,2,850,1175,1,15000US420032904002,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,2,790,1325,0.6,2904002,0.72000003,Yes,889585.31640625,5358.31195441292
20178,213,208,42,003,290400,1,420032904001,Block Group 1,G5030,S,267174,0,+40.3897448,-079.9898590,Carrick,16,1075.67,1.673,5,2904001,15000US420032904001,2793731.61319,10010.9227057,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,1,150,490,0,15000US420032904001,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,1,315,590,0.53,2904001,0.31,No,447927.51171875,4009.72015924959
20179,214,209,42,003,290400,5,420032904005,Block Group 5,G5030,S,177730,0,+40.3823902,-079.9803183,Carrick,16,1075.67,1.673,5,2904005,15000US420032904005,1907831.49713,7894.7396606,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,5,280,485,1,15000US420032904005,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,5,405,880,0.46,2904005,0.57999998,Yes,305822.75,3160.5273632738
20180,215,210,42,003,300100,2,420033001002,Block Group 2,G5030,S,119504,0,+40.4165708,-079.9924608,Knoxville,44,193.982,0.302,6,3001002,15000US420033001002,1292904.73753,6155.80586054,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,2,510,755,1,15000US420033001002,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,2,150,750,0.2,3001002,0.68000001,Yes,207459.55078125,2462.75732750772
20181,216,211,42,003,300100,1,420033001001,Block Group 1,G5030,S,94718,0,+40.4178273,-079.9927417,Knoxville,44,193.982,0.302,6,3001001,15000US420033001001,1022323.93201,5870.2648746,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,1,345,500,1,15000US420033001001,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,1,410,690,0.59,3001001,0.69,Yes,164048.25,2348.21604596642
20182,217,214,42,003,140800,2,420031408002,Block Group 2,G5030,S,371307,0,+40.4355760,-079.9190519,Squirrel Hill South,77,1717.485,2.671,10,1408002,15000US420031408002,3996360.01939,9876.83096027,425529,Pittsburgh,PA,51,42,3,Allegheny County,140800,2,525,1485,0,15000US420031408002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140800,2,630,1680,0.38,1408002,0.34999999,No,641615.78125,3956.91486807121
20183,218,215,42,003,140800,1,420031408001,Block Group 1,G5030,S,609993,0,+40.4322685,-079.9142909,Squirrel Hill South,77,1717.485,2.671,10,1408001,15000US420031408001,6565346.05553,18620.2105301,425529,Pittsburgh,PA,51,42,3,Allegheny County,140800,1,455,2035,0,15000US420031408001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140800,1,640,2050,0.31,1408001,0.22,No,1053963.5859375,7457.02487658872
20184,219,216,42,003,140600,2,420031406002,Block Group 2,G5030,S,322658,0,+40.4451617,-079.8988009,Point Breeze,63,645.695,1.004,10,1406002,15000US420031406002,3472788.31766,10244.8028521,425529,Pittsburgh,PA,51,42,3,Allegheny County,140600,2,210,845,0,15000US420031406002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140600,2,105,775,0.14,1406002,0.25,No,557714.234375,4106.67183192203
20185,220,217,42,003,140600,1,420031406001,Block Group 1,G5030,S,380557,0,+40.4479192,-079.9064888,Point Breeze,63,645.695,1.004,10,1406001,15000US420031406001,4095917.4648,8661.31910451,425529,Pittsburgh,PA,51,42,3,Allegheny County,140600,1,250,1170,0,15000US420031406001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140600,1,405,1390,0.29,1406001,0.20999999,No,657839.96484375,3470.4478204328
20186,221,218,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851,0,+40.4523867,-079.9073195,Point Breeze North,64,183.781,0.286,11,1405003,15000US420031405003,1860386.23844,6787.52775099,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,3,325,765,0,15000US420031405003,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,3,215,740,0.29,1405003,0.41999999,No,298833.359375,2718.28702786024
20187,222,219,42,003,140500,2,420031405002,Block Group 2,G5030,S,199791,0,+40.4541518,-079.9060600,Point Breeze North,64,183.781,0.286,11,1405002,15000US420031405002,2146637.83276,7033.68007939,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,2,240,415,1,15000US420031405002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,2,400,770,0.52,1405002,0.57999998,Yes,344831.9296875,2816.76717621543
20188,223,220,42,003,140500,1,420031405001,Block Group 1,G5030,S,383043,0,+40.4500374,-079.8977168,Point Breeze North,64,183.781,0.286,11,1405001,15000US420031405001,4146672.5907,8796.10961407,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,1,225,530,0,15000US420031405001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140500,1,225,515,0.44,1405001,0.41999999,No,666032.78515625,3523.86526732149
20189,224,221,42,003,140400,3,420031404003,Block Group 3,G5030,S,425133,0,+40.4492147,-079.9182174,Point Breeze,63,645.695,1.004,10,1404003,15000US420031404003,4575681.86362,9721.19584344,425529,Pittsburgh,PA,51,42,3,Allegheny County,140400,3,125,1005,0,15000US420031404003,425529,Pittsburgh,PA,51,42,3,Allegheny County,140400,3,90,1040,0.09,1404003,0.12,No,734921.94921875,3898.12571049434
20190,225,223,42,003,191500,2,420031915002,Block Group 2,G5030,S,275067,0,+40.4231324,-080.0088702,Mount Washington,54,732.495,1.139,6,1915002,15000US420031915002,2960548.53928,9721.41094533,425529,Pittsburgh,PA,51,42,3,Allegheny County,191500,2,610,1035,1,15000US420031915002,425529,Pittsburgh,PA,51,42,3,Allegheny County,191500,2,795,1265,0.63,1915002,0.58999997,Yes,475141.69140625,3896.51393801157
20191,226,225,42,003,562500,2,420035625002,Block Group 2,G5030,S,471697,0,+40.4561319,-080.0477532,Sheraden,69,572.125,0.89,4,5625002,15000US420035625002,5033167.02615,12552.4713479,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,2,285,515,1,15000US420035625002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,2,760,815,0.93,5625002,0.55000001,Yes,808565.2265625,5030.16811464871
20192,227,226,42,003,562500,3,420035625003,Block Group 3,G5030,S,353000,0,+40.4521930,-080.0509090,Sheraden,69,572.125,0.89,4,5625003,15000US420035625003,3794923.5532,13173.4439321,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,3,675,835,1,15000US420035625003,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,3,875,895,0.98,5625003,0.81,Yes,609596.70703125,5277.65261821668
20193,228,227,42,003,290400,4,420032904004,Block Group 4,G5030,S,369957,0,+40.3909811,-079.9764177,Carrick,16,1075.67,1.673,5,2904004,15000US420032904004,4049998.93859,12178.0784497,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,4,425,970,0,15000US420032904004,425529,Pittsburgh,PA,51,42,3,Allegheny County,290400,4,375,1135,0.33,2904004,0.44,No,649372.359375,4879.56646952796
20194,229,228,42,003,562000,1,420035620001,Block Group 1,G5030,S,84568,0,+40.4509240,-079.9510070,North Oakland,56,320.679,0.499,14,5620001,15000US420035620001,910206.624767,3967.79208648,425529,Pittsburgh,PA,51,42,3,Allegheny County,562000,1,960,1240,1,15000US420035620001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562000,1,655,1230,0.53,5620001,0.76999998,Yes,146199.9765625,1590.28059983462
20195,230,229,42,003,070900,4,420030709004,Block Group 4,G5030,S,139673,0,+40.4525514,-079.9436227,Shadyside,68,592.104,0.921,12,0709004,15000US420030709004,1503303.77813,4934.33861234,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,4,655,855,1,15000US420030709004,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,4,980,1625,0.6,709004,0.76999998,Yes,241476.5,1977.32432365976
20196,231,238,42,003,140300,3,420031403003,Block Group 3,G5030,S,255284,0,+40.4397145,-079.9234589,Squirrel Hill North,76,785.948,1.222,10,1403003,15000US420031403003,2747614.57194,6976.21707345,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,3,405,980,0,15000US420031403003,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,3,105,860,0.12,1403003,0.41,No,441183.6484375,2793.84337747937
20197,232,239,42,003,140300,2,420031403002,Block Group 2,G5030,S,288795,0,+40.4403396,-079.9159619,Squirrel Hill North,76,785.948,1.222,10,1403002,15000US420031403002,3108287.79925,7188.60627453,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,2,220,1090,0,15000US420031403002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,2,190,1060,0.18,1403002,0.2,No,499105.95703125,2880.14990720656
20198,233,230,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047140,0,+40.3745282,-079.9191876,Lincoln Place,46,632.497,0.984,8,3102004,15000US420033102004,11255145.0369,15834.115683,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,4,345,715,0,15000US420033102004,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,4,390,755,0.52,3102004,0.47999999,No,1803762.01171875,6338.87897327967
20199,234,231,42,003,310200,2,420033102002,Block Group 2,G5030,S,603127,0,+40.3680699,-079.9062776,Lincoln Place,46,632.497,0.984,8,3102002,15000US420033102002,6627215.76543,12496.2240625,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,2,290,885,0,15000US420033102002,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,2,90,610,0.15,3102002,0.33000001,No,1061879.9765625,5003.62076821059
20200,235,232,42,003,310200,1,420033102001,Block Group 1,G5030,S,287589,0,+40.3771407,-079.9121875,Lincoln Place,46,632.497,0.984,8,3102001,15000US420033102001,3166089.34394,9016.40161955,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,1,240,490,0,15000US420033102001,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,1,385,765,0.5,3102001,0.49000001,No,507441.71484375,3609.80672173154
20201,236,233,42,003,310200,5,420033102005,Block Group 5,G5030,S,267500,0,+40.3677083,-079.9180462,Lincoln Place,46,632.497,0.984,8,3102005,15000US420033102005,2801023.38859,10821.4392218,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,5,290,670,0,15000US420033102005,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,5,180,490,0.37,3102005,0.43000001,No,448809.09375,4328.56799296869
20202,237,234,42,003,310200,3,420033102003,Block Group 3,G5030,S,336563,0,+40.3656819,-079.9108798,Lincoln Place,46,632.497,0.984,8,3102003,15000US420033102003,3563339.75129,11034.2671656,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,3,345,740,0,15000US420033102003,425529,Pittsburgh,PA,51,42,3,Allegheny County,310200,3,115,810,0.14,3102003,0.47,No,570916.44921875,4416.46922622921
20203,238,235,42,003,320400,3,420033204003,Block Group 3,G5030,S,196086,0,+40.3911959,-079.9952543,Overbrook,60,539.515,0.839,5,3204003,15000US420033204003,2143968.57609,10313.2127229,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,3,305,530,1,15000US420033204003,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,3,320,505,0.63,3204003,0.57999998,Yes,343763.5546875,4132.35299545637
20204,239,236,42,003,140400,1,420031404001,Block Group 1,G5030,S,210439,0,+40.4515018,-079.9120086,Point Breeze,63,645.695,1.004,10,1404001,15000US420031404001,2264967.01817,6013.66021897,425529,Pittsburgh,PA,51,42,3,Allegheny County,140400,1,140,695,0,15000US420031404001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140400,1,125,640,0.2,1404001,0.2,No,363811.60546875,2409.97790184015
20205,240,240,42,003,140300,1,420031403001,Block Group 1,G5030,S,153643,0,+40.4443637,-079.9143769,Squirrel Hill North,76,785.948,1.222,10,1403001,15000US420031403001,1659494.46584,5588.57520367,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,1,205,705,0,15000US420031403001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140300,1,195,800,0.24,1403001,0.28999999,No,266501.1796875,2239.41116606693
20206,241,241,42,003,140200,2,420031402002,Block Group 2,G5030,S,336251,0,+40.4470935,-079.9297264,Squirrel Hill North,76,785.948,1.222,10,1402002,15000US420031402002,3619081.90148,8817.33213794,425529,Pittsburgh,PA,51,42,3,Allegheny County,140200,2,635,1280,0,15000US420031402002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140200,2,770,1880,0.41,1402002,0.5,No,581241.39453125,3531.51156666944
20207,242,242,42,003,140200,1,420031402001,Block Group 1,G5030,S,423236,0,+40.4483633,-079.9235981,Squirrel Hill North,76,785.948,1.222,10,1402001,15000US420031402001,4555286.36744,9667.71132065,425529,Pittsburgh,PA,51,42,3,Allegheny County,140200,1,125,620,0,15000US420031402001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140200,1,370,735,0.5,1402001,0.2,No,731627.6640625,3875.87602165692
20208,243,243,42,003,140100,4,420031401004,Block Group 4,G5030,S,191468,0,+40.4461764,-079.9428625,Squirrel Hill North,76,785.948,1.222,10,1401004,15000US420031401004,2071588.30851,7682.26056668,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,4,70,165,0,15000US420031401004,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,4,10,260,0.04,1401004,0.41999999,No,332697.6484375,3075.65989842935
20209,244,244,42,003,140100,2,420031401002,Block Group 2,G5030,S,545736,0,+40.4403036,-079.9337536,Squirrel Hill North,76,785.948,1.222,10,1401002,15000US420031401002,5873747.36101,12861.8785653,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,2,190,1145,0,15000US420031401002,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,2,145,1100,0.13,1401002,0.17,No,943162.06640625,5152.91226051069
20210,245,245,42,003,140100,1,420031401001,Block Group 1,G5030,S,437062,0,+40.4442956,-079.9352599,Squirrel Hill North,76,785.948,1.222,10,1401001,15000US420031401001,4704113.89774,8933.83843607,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,1,365,955,0,15000US420031401001,425529,Pittsburgh,PA,51,42,3,Allegheny County,140100,1,335,1075,0.31,1401001,0.38,No,755440.1796875,3578.98395220637
20211,246,246,42,003,271500,3,420032715003,Block Group 3,G5030,S,388703,0,+40.4716738,-080.0340754,Marshall-Shadeland,50,657.903,1.023,2,2715003,15000US420032715003,4181894.92206,12078.7057432,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,3,825,1040,1,15000US420032715003,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,3,520,1180,0.44,2715003,0.79000002,Yes,672119.578125,4845.88053431363
